Timestamp
2021-05-15 11:45:00.000000 UTC
2018-04-03 14:15:00.000000 UTC
2019-10-25 16:50:00.000000 UTC
2019-10-15 10:30:00.000000 UTC
2018-03-17 14:45:00.000000 UTC
2023-01-20 00:05:00.000000 UTC
2023-01-24 17:30:00.000000 UTC
2023-02-12 18:20:00.000000 UTC
2023-02-14 14:20:00.000000 UTC
2023-02-21 18:20:00.000000 UTC
2023-02-23 14:20:00.000000 UTC
2022-02-12 18:20:00.000000 UTC
2019-11-11 15:00:00.000000 UTC
2020-11-11 15:00:00.000000 UTC
2013-10-05 16:40:00.000000 UTC
2021-09-10 09:45:00.000000 UTC
2019-10-18 16:45:00.000000 UTC
2017-03-12 23:30:00.000000 UTC
2017-04-28 16:20:00.000000 UTC
2020-08-18 19:00:00.000000 UTC
2016-08-22 19:45:00.000000 UTC
2023-06-05 10:00:00.000000 UTC
2023-06-21 19:00:00.000000 UTC
2023-06-28 22:15:00.000000 UTC
2023-07-05 20:15:00.000000 UTC
2023-07-17 22:15:00.000000 UTC
2023-08-17 22:15:00.000000 UTC
2023-09-16 17:30:00.000000 UTC
2023-09-25 20:45:00.000000 UTC
2023-10-04 18:20:00.000000 UTC
2023-01-22 09:15:00.000000 UTC
2017-09-25 11:30:00.000000 UTC
2021-09-10 14:45:00.000000 UTC
2021-10-10 14:45:00.000000 UTC
2019-09-28 19:45:00.000000 UTC
2018-06-10 13:30:00.000000 UTC
2023-08-24 18:20:00.000000 UTC
2023-09-13 16:45:00.000000 UTC
2023-10-01 14:15:00.000000 UTC
2023-10-13 12:30:00.000000 UTC
2017-08-18 18:20:00.000000 UTC
2023-09-28 22:00:00.000000 UTC
2023-10-19 18:20:00.000000 UTC
2020-02-29 20:45:00.000000 UTC
2023-01-26 17:40:00.000000 UTC
2023-02-01 08:00:00.000000 UTC
2023-02-17 10:45:00.000000 UTC
2023-02-26 10:45:00.000000 UTC
2011-09-22 19:30:00.000000 UTC
2022-05-08 08:45:00.000000 UTC
2020-06-10 10:05:00.000000 UTC
2020-06-10 10:05:00.000000 UTC
2019-06-28 19:00:00.000000 UTC
2020-11-28 14:20:00.000000 UTC
2016-06-28 14:20:00.000000 UTC
2018-12-02 22:15:00.000000 UTC
2017-04-10 21:15:00.000000 UTC
2023-05-22 14:30:00.000000 UTC
2023-07-02 18:30:00.000000 UTC
2023-07-07 19:45:00.000000 UTC
2023-07-19 19:45:00.000000 UTC
2023-08-07 19:45:00.000000 UTC
2023-08-19 19:45:00.000000 UTC
2023-08-27 20:45:00.000000 UTC
2023-09-06 16:45:00.000000 UTC
2023-10-07 20:45:00.000000 UTC
2023-10-22 20:45:00.000000 UTC
2023-09-03 22:00:00.000000 UTC
2023-09-10 20:45:00.000000 UTC
2023-09-22 18:20:00.000000 UTC
2023-08-31 20:15:00.000000 UTC
2023-02-18 14:20:00.000000 UTC
2023-02-27 14:20:00.000000 UTC
2016-02-23 19:45:00.000000 UTC
2016-02-10 19:45:00.000000 UTC
2016-12-25 19:30:00.000000 UTC
2019-06-15 10:00:00.000000 UTC
2022-02-15 12:20:00.000000 UTC
2023-08-02 14:45:00.000000 UTC
2023-10-10 14:15:00.000000 UTC
2023-10-16 15:45:00.000000 UTC
2016-07-02 23:30:00.000000 UTC
2016-11-14 13:45:00.000000 UTC
2016-04-15 14:50:00.000000 UTC
2018-06-12 20:30:00.000000 UTC
2018-06-12 20:30:00.000000 UTC
2017-09-10 20:15:00.000000 UTC
2023-05-26 14:20:00.000000 UTC
2023-06-02 14:30:00.000000 UTC
2023-06-12 18:00:00.000000 UTC
2023-06-18 11:30:00.000000 UTC
2023-06-23 18:45:00.000000 UTC
2023-06-30 19:30:00.000000 UTC
2023-07-10 14:20:00.000000 UTC
2023-08-10 14:20:00.000000 UTC
2023-02-22 10:00:00.000000 UTC
2023-02-28 16:00:00.000000 UTC
2020-06-10 20:45:00.000000 UTC
2021-04-18 14:20:00.000000 UTC
2016-11-28 19:00:00.000000 UTC
2019-11-28 19:45:00.000000 UTC
2020-09-18 19:30:00.000000 UTC
2023-05-29 23:30:00.000000 UTC
2023-06-15 12:15:00.000000 UTC
2023-06-26 14:00:00.000000 UTC
2019-06-25 22:15:00.000000 UTC
2023-06-08 16:00:00.000000 UTC
2023-07-13 20:00:00.000000 UTC
2023-08-13 20:00:00.000000 UTC
2021-03-10 08:30:00.000000 UTC
2023-01-20 15:15:00.000000 UTC
2018-08-05 16:30:00.000000 UTC
2017-01-30 16:10:00.000000 UTC
2016-04-02 20:20:00.000000 UTC
2018-02-05 15:15:00.000000 UTC
2021-12-01 15:30:00.000000 UTC
2017-04-10 14:45:00.000000 UTC
2018-12-15 16:00:00.000000 UTC
2017-05-18 14:45:00.000000 UTC
2023-10-05 07:30:00.000000 UTC
2020-01-05 20:00:00.000000 UTC
2023-01-15 12:30:00.000000 UTC
2023-01-16 19:30:00.000000 UTC
2023-01-21 13:20:00.000000 UTC
2023-01-30 11:30:00.000000 UTC
2023-02-11 21:15:00.000000 UTC
2023-02-15 16:00:00.000000 UTC
2023-02-20 21:15:00.000000 UTC
2023-02-24 16:00:00.000000 UTC
2021-08-10 21:15:00.000000 UTC
2018-06-15 16:00:00.000000 UTC
2021-06-19 14:45:00.000000 UTC
2020-09-17 16:30:00.000000 UTC
2022-04-03 11:45:00.000000 UTC
2023-04-15 10:15:00.000000 UTC
2018-07-12 17:45:00.000000 UTC
2017-07-20 11:45:00.000000 UTC
2020-04-02 17:30:00.000000 UTC
2019-08-05 21:00:00.000000 UTC
2023-05-20 19:45:00.000000 UTC
2023-08-21 15:45:00.000000 UTC
2023-09-11 15:45:00.000000 UTC
2023-09-03 21:40:00.000000 UTC
2023-09-03 21:40:00.000000 UTC
2019-08-30 10:10:00.000000 UTC
2023-09-09 17:30:00.000000 UTC
2023-09-26 14:15:00.000000 UTC
2020-11-29 14:45:00.000000 UTC
2023-09-02 18:30:00.000000 UTC
2023-09-14 18:20:00.000000 UTC
2023-01-27 20:00:00.000000 UTC
2023-02-01 13:30:00.000000 UTC
2023-02-17 15:00:00.000000 UTC
2023-02-26 15:00:00.000000 UTC
2023-03-01 13:30:00.000000 UTC
2015-12-22 14:20:00.000000 UTC
2015-12-18 14:20:00.000000 UTC
2020-05-11 15:00:00.000000 UTC
2019-11-03 13:45:00.000000 UTC
2017-12-01 18:50:00.000000 UTC
2018-12-05 21:45:00.000000 UTC
2017-09-10 20:15:00.000000 UTC
2016-02-28 20:30:00.000000 UTC
2022-06-20 21:00:00.000000 UTC
2016-08-20 18:30:00.000000 UTC
2016-09-22 20:00:00.000000 UTC
2023-05-28 12:00:00.000000 UTC
2023-08-26 17:30:00.000000 UTC
2023-08-28 16:00:00.000000 UTC
2023-09-20 12:30:00.000000 UTC
2023-10-14 17:30:00.000000 UTC
2023-09-04 15:15:00.000000 UTC
2023-10-11 16:45:00.000000 UTC
2023-01-15 15:45:00.000000 UTC
2023-01-19 13:20:00.000000 UTC
2023-01-31 19:00:00.000000 UTC
2023-02-15 11:30:00.000000 UTC
2023-02-17 07:30:00.000000 UTC
2023-02-19 11:30:00.000000 UTC
2023-02-24 11:30:00.000000 UTC
2023-02-28 11:30:00.000000 UTC
2012-02-18 14:30:00.000000 UTC
2022-10-08 08:15:00.000000 UTC
2019-12-03 13:45:00.000000 UTC
2023-02-28 09:45:00.000000 UTC
2021-02-28 22:45:00.000000 UTC
2021-11-29 08:45:00.000000 UTC
2021-02-10 19:30:00.000000 UTC
2021-01-15 22:10:00.000000 UTC
2016-03-08 14:20:00.000000 UTC
2016-03-08 14:20:00.000000 UTC
2016-10-18 19:30:00.000000 UTC
2023-05-23 16:45:00.000000 UTC
2023-05-25 19:00:00.000000 UTC
2023-06-01 18:00:00.000000 UTC
2023-06-09 14:00:00.000000 UTC
2023-06-20 14:20:00.000000 UTC
2023-06-27 17:45:00.000000 UTC
2023-07-09 22:30:00.000000 UTC
2023-07-14 16:15:00.000000 UTC
2023-08-01 13:30:00.000000 UTC
2023-08-09 22:30:00.000000 UTC
2023-08-14 16:15:00.000000 UTC
2023-08-30 17:30:00.000000 UTC
2023-09-07 18:20:00.000000 UTC
2023-10-05 14:15:00.000000 UTC
2023-01-17 15:15:00.000000 UTC
2023-01-24 11:30:00.000000 UTC
2023-03-03 11:30:00.000000 UTC
2013-04-05 19:30:00.000000 UTC
2020-02-22 15:20:00.000000 UTC
2019-06-10 18:45:00.000000 UTC
2020-06-22 22:00:00.000000 UTC
2018-12-10 22:30:00.000000 UTC
2023-05-30 20:45:00.000000 UTC
2023-06-07 12:45:00.000000 UTC
2023-08-04 16:30:00.000000 UTC
2023-09-17 20:45:00.000000 UTC
2020-01-05 08:45:00.000000 UTC
2020-01-05 08:45:00.000000 UTC
2020-01-05 08:45:00.000000 UTC
2023-10-02 16:45:00.000000 UTC
2015-11-10 16:45:00.000000 UTC
2023-09-29 15:45:00.000000 UTC
2023-10-08 15:15:00.000000 UTC
2023-10-17 12:30:00.000000 UTC
2020-11-15 15:15:00.000000 UTC
2023-01-20 11:30:00.000000 UTC
2023-01-26 09:45:00.000000 UTC
2023-01-28 14:45:00.000000 UTC
2023-02-16 14:45:00.000000 UTC
2023-02-23 19:45:00.000000 UTC
2023-02-25 14:45:00.000000 UTC
2014-07-20 11:30:00.000000 UTC
2021-03-02 09:30:00.000000 UTC
2020-02-28 18:30:00.000000 UTC
2020-05-12 19:30:00.000000 UTC
2019-11-18 15:15:00.000000 UTC
2019-11-18 15:15:00.000000 UTC
2021-05-20 17:30:00.000000 UTC
2019-08-20 16:00:00.000000 UTC
2015-12-01 11:30:00.000000 UTC
2016-12-22 21:45:00.000000 UTC
2020-06-15 16:45:00.000000 UTC
2022-01-15 21:15:00.000000 UTC
2023-06-04 19:30:00.000000 UTC
2023-06-14 19:30:00.000000 UTC
2023-06-22 13:45:00.000000 UTC
2023-06-29 16:30:00.000000 UTC
2023-07-06 14:30:00.000000 UTC
2023-07-12 13:45:00.000000 UTC
2023-07-18 16:30:00.000000 UTC
2023-08-12 13:45:00.000000 UTC
2023-08-18 16:30:00.000000 UTC
2023-09-23 14:15:00.000000 UTC
2018-06-22 14:15:00.000000 UTC
2023-10-20 14:15:00.000000 UTC
2023-01-18 18:00:00.000000 UTC
2022-04-03 06:15:00.000000 UTC
2016-07-10 18:20:00.000000 UTC
2017-03-28 20:30:00.000000 UTC
2023-08-06 14:00:00.000000 UTC
2023-08-23 16:45:00.000000 UTC
2023-01-17 08:00:00.000000 UTC
2023-01-21 16:45:00.000000 UTC
2023-01-25 13:15:00.000000 UTC
2023-01-28 09:00:00.000000 UTC
2023-02-13 10:00:00.000000 UTC
2023-03-02 13:15:00.000000 UTC
2013-04-20 10:30:00.000000 UTC
2022-09-28 15:45:00.000000 UTC
2021-05-10 19:45:00.000000 UTC
2023-07-01 14:00:00.000000 UTC
2023-07-16 14:00:00.000000 UTC
2023-08-16 14:00:00.000000 UTC
2018-09-22 16:30:00.000000 UTC
2021-08-20 15:45:00.000000 UTC
2022-09-15 20:00:00.000000 UTC
2018-10-12 20:00:00.000000 UTC
2018-06-15 22:00:00.000000 UTC
2018-09-05 14:20:00.000000 UTC
2019-03-08 18:30:00.000000 UTC
2017-06-12 18:20:00.000000 UTC
2021-04-15 14:20:00.000000 UTC
2022-11-15 20:45:00.000000 UTC
2022-07-20 21:45:00.000000 UTC
2019-07-28 21:30:00.000000 UTC
2023-03-20 22:30:00.000000 UTC
2021-04-15 21:30:00.000000 UTC
2023-01-22 20:00:00.000000 UTC
2020-08-08 19:45:00.000000 UTC
2018-07-10 21:15:00.000000 UTC
2019-09-28 20:30:00.000000 UTC
2023-06-11 15:30:00.000000 UTC
2023-06-17 15:00:00.000000 UTC
2023-06-25 20:30:00.000000 UTC
2023-07-04 17:00:00.000000 UTC
2019-02-11 09:45:00.000000 UTC
2018-06-03 16:30:00.000000 UTC
2021-08-10 14:00:00.000000 UTC
2023-03-10 16:30:00.000000 UTC
2023-02-22 17:00:00.000000 UTC
2020-08-20 20:20:00.000000 UTC
2017-01-12 12:00:00.000000 UTC
2020-09-18 13:45:00.000000 UTC
2020-04-05 16:20:00.000000 UTC
2020-08-12 11:30:00.000000 UTC
2020-03-01 19:00:00.000000 UTC
2017-06-18 14:45:00.000000 UTC
2022-04-18 08:00:00.000000 UTC
2020-12-17 09:20:00.000000 UTC
2022-07-17 06:15:00.000000 UTC
2020-11-01 12:30:00.000000 UTC
2023-01-19 09:45:00.000000 UTC
2023-01-25 18:00:00.000000 UTC
2023-01-27 12:30:00.000000 UTC
2023-02-18 09:30:00.000000 UTC
2023-02-19 19:45:00.000000 UTC
2023-02-27 09:30:00.000000 UTC
2023-02-28 19:45:00.000000 UTC
2012-03-10 08:30:00.000000 UTC
2021-12-03 18:30:00.000000 UTC
2021-10-22 18:30:00.000000 UTC
2022-01-15 10:30:00.000000 UTC
2023-05-06 07:20:00.000000 UTC
2023-05-06 07:20:00.000000 UTC
2020-02-10 11:15:00.000000 UTC
2023-03-30 16:30:00.000000 UTC
2023-02-16 09:00:00.000000 UTC
2023-02-25 09:00:00.000000 UTC
2021-12-08 14:30:00.000000 UTC
2021-12-08 14:30:00.000000 UTC
2022-05-12 02:00:00.000000 UTC
2023-01-07 03:30:00.000000 UTC
2017-08-28 19:30:00.000000 UTC
2018-03-10 09:45:00.000000 UTC
2021-08-15 11:10:00.000000 UTC
2020-11-18 17:10:00.000000 UTC
2023-01-21 08:40:00.000000 UTC
2023-01-29 17:00:00.000000 UTC
2019-03-28 18:20:00.000000 UTC
2019-06-28 18:20:00.000000 UTC
2019-11-28 18:20:00.000000 UTC
2022-04-15 08:45:00.000000 UTC
2022-12-01 09:15:00.000000 UTC
2017-04-15 08:00:00.000000 UTC
2017-12-22 21:00:00.000000 UTC
2018-09-22 12:45:00.000000 UTC
2023-04-10 17:15:00.000000 UTC
2023-01-16 09:10:00.000000 UTC
2023-01-23 16:20:00.000000 UTC
2023-02-12 14:45:00.000000 UTC
2023-02-21 14:45:00.000000 UTC
2023-03-02 16:45:00.000000 UTC
2011-06-20 14:45:00.000000 UTC
2015-09-12 13:20:00.000000 UTC
2014-07-10 13:15:00.000000 UTC
2016-12-05 21:00:00.000000 UTC
2023-01-30 18:30:00.000000 UTC
2021-01-15 18:00:00.000000 UTC
2010-11-12 20:20:00.000000 UTC
2018-08-07 12:15:00.000000 UTC
2017-07-18 17:45:00.000000 UTC
2023-01-28 14:30:00.000000 UTC
2019-06-25 22:15:00.000000 UTC
2020-09-15 14:45:00.000000 UTC
2022-07-25 10:00:00.000000 UTC
2015-09-01 16:00:00.000000 UTC
2015-09-01 16:00:00.000000 UTC
2019-05-15 21:30:00.000000 UTC
2019-04-18 16:30:00.000000 UTC
2019-11-10 14:00:00.000000 UTC
2016-12-12 10:00:00.000000 UTC
2018-03-15 17:30:00.000000 UTC
2015-06-28 21:15:00.000000 UTC
2015-12-18 18:00:00.000000 UTC
2015-11-10 21:00:00.000000 UTC
2015-09-28 22:30:00.000000 UTC
2023-02-15 08:30:00.000000 UTC
2017-08-22 21:30:00.000000 UTC
2020-03-15 18:30:00.000000 UTC
2023-03-10 14:30:00.000000 UTC
2020-12-15 15:45:00.000000 UTC
2020-12-15 15:45:00.000000 UTC
2017-11-15 22:30:00.000000 UTC
2023-02-28 16:20:00.000000 UTC
2020-04-15 05:30:00.000000 UTC
2021-04-05 20:15:00.000000 UTC
2022-07-10 22:15:00.000000 UTC
2020-04-02 14:20:00.000000 UTC
2020-07-18 15:15:00.000000 UTC
2015-07-12 22:00:00.000000 UTC
2021-10-08 20:30:00.000000 UTC
2021-09-20 14:30:00.000000 UTC
2021-09-20 14:30:00.000000 UTC
2019-11-08 14:45:00.000000 UTC
2019-10-08 18:30:00.000000 UTC
2018-12-15 20:15:00.000000 UTC
2016-06-15 22:30:00.000000 UTC
2022-01-28 13:45:00.000000 UTC
2022-01-08 11:30:00.000000 UTC
2015-08-22 15:00:00.000000 UTC
2019-04-18 11:00:00.000000 UTC
2020-09-10 19:45:00.000000 UTC
2017-11-05 21:15:00.000000 UTC
2021-07-20 18:15:00.000000 UTC
2022-08-10 22:00:00.000000 UTC
2022-08-10 22:00:00.000000 UTC
2022-03-20 19:30:00.000000 UTC
2019-05-05 12:15:00.000000 UTC
2021-03-15 22:45:00.000000 UTC
2021-08-02 19:00:00.000000 UTC
2021-06-10 16:00:00.000000 UTC
2018-07-15 21:30:00.000000 UTC
2019-11-02 18:45:00.000000 UTC
2018-12-05 08:45:00.000000 UTC
2023-01-15 08:45:00.000000 UTC
2023-01-18 10:30:00.000000 UTC
2016-11-28 19:00:00.000000 UTC
2021-10-02 19:00:00.000000 UTC
2022-11-28 17:30:00.000000 UTC
2022-07-05 15:45:00.000000 UTC
2016-09-28 19:45:00.000000 UTC
2021-09-15 16:00:00.000000 UTC
2022-02-28 21:00:00.000000 UTC
2023-01-16 14:45:00.000000 UTC
2018-11-07 11:30:00.000000 UTC
2017-03-20 11:30:00.000000 UTC
2023-03-22 16:30:00.000000 UTC
2018-07-10 15:45:00.000000 UTC
2021-11-30 15:30:00.000000 UTC
2021-11-30 15:30:00.000000 UTC
2023-01-22 14:30:00.000000 UTC
2023-01-24 15:00:00.000000 UTC
2023-01-27 16:10:00.000000 UTC
2023-03-03 14:30:00.000000 UTC
2015-10-18 15:30:00.000000 UTC
2021-02-25 15:30:00.000000 UTC
2022-05-30 11:30:00.000000 UTC
2018-08-10 15:45:00.000000 UTC
2019-03-25 21:00:00.000000 UTC
2021-05-08 22:00:00.000000 UTC
2021-06-10 10:00:00.000000 UTC
2023-01-19 17:10:00.000000 UTC
2023-01-26 14:20:00.000000 UTC
2023-01-31 16:20:00.000000 UTC
2023-02-16 18:20:00.000000 UTC
2023-02-25 18:20:00.000000 UTC
2023-03-01 17:45:00.000000 UTC
2018-09-15 16:00:00.000000 UTC
2022-08-05 11:30:00.000000 UTC
2022-01-07 11:10:00.000000 UTC
2022-01-07 11:10:00.000000 UTC
2023-10-12 10:30:00.000000 UTC
2022-10-22 12:45:00.000000 UTC
2023-09-18 22:00:00.000000 UTC
2023-01-29 20:20:00.000000 UTC
2015-07-18 14:20:00.000000 UTC
2013-12-05 16:00:00.000000 UTC
2016-07-30 18:10:00.000000 UTC
2023-05-15 16:20:00.000000 UTC
2021-12-08 19:30:00.000000 UTC
2021-02-12 16:45:00.000000 UTC
2023-05-21 21:00:00.000000 UTC
2023-06-16 21:45:00.000000 UTC
2023-08-03 12:15:00.000000 UTC
2023-09-12 12:30:00.000000 UTC
2023-09-27 17:30:00.000000 UTC
2023-10-06 17:30:00.000000 UTC
2023-10-18 16:45:00.000000 UTC
2023-02-11 09:30:00.000000 UTC
2023-02-20 09:30:00.000000 UTC
2010-05-15 15:30:00.000000 UTC
2019-04-27 09:50:00.000000 UTC
2019-04-27 09:50:00.000000 UTC
2021-07-05 09:30:00.000000 UTC
2023-09-21 16:45:00.000000 UTC
2023-10-09 22:00:00.000000 UTC
2021-07-01 12:10:00.000000 UTC
2021-07-01 12:10:00.000000 UTC
2021-07-01 12:10:00.000000 UTC
2023-09-01 14:45:00.000000 UTC
2023-09-15 14:15:00.000000 UTC
2023-09-24 17:30:00.000000 UTC
2023-02-13 19:30:00.000000 UTC
2023-02-18 18:45:00.000000 UTC
2023-02-22 19:30:00.000000 UTC
2023-02-27 18:45:00.000000 UTC
2017-12-08 19:15:00.000000 UTC
2011-08-28 18:45:00.000000 UTC
2011-07-22 18:30:00.000000 UTC
2020-07-08 18:00:00.000000 UTC
2021-06-25 17:50:00.000000 UTC
2018-05-12 14:20:00.000000 UTC
2020-12-02 17:30:00.000000 UTC
2020-09-15 18:15:00.000000 UTC
2020-12-12 20:00:00.000000 UTC
2019-02-12 19:45:00.000000 UTC
2023-05-27 21:15:00.000000 UTC
2023-06-03 21:15:00.000000 UTC
2023-06-13 14:45:00.000000 UTC
2023-06-19 16:30:00.000000 UTC
2023-06-24 16:15:00.000000 UTC
2023-07-11 18:45:00.000000 UTC
2023-08-11 18:45:00.000000 UTC
2023-08-22 12:30:00.000000 UTC
2023-09-30 18:20:00.000000 UTC
2023-10-15 20:45:00.000000 UTC
2019-04-05 17:30:00.000000 UTC
2021-01-15 13:00:00.000000 UTC
2021-01-15 13:00:00.000000 UTC
2023-10-12 18:20:00.000000 UTC
2023-10-21 17:30:00.000000 UTC
2023-02-14 19:45:00.000000 UTC
2020-04-02 09:30:00.000000 UTC
2016-02-10 19:45:00.000000 UTC
2021-02-05 09:30:00.000000 UTC
2020-04-12 19:30:00.000000 UTC
2020-04-12 19:30:00.000000 UTC
2019-12-10 12:20:00.000000 UTC
2022-05-20 14:50:00.000000 UTC
2023-01-15 19:00:00.000000 UTC
2022-04-18 11:30:00.000000 UTC
2021-03-02 17:45:00.000000 UTC
2023-05-24 13:15:00.000000 UTC
2023-08-25 14:15:00.000000 UTC
2023-08-29 13:45:00.000000 UTC
2023-09-08 14:15:00.000000 UTC
2023-10-03 12:30:00.000000 UTC
2016-09-14 12:30:00.000000 UTC
2023-09-05 12:30:00.000000 UTC
2023-06-06 22:30:00.000000 UTC
2023-07-03 12:45:00.000000 UTC
2023-07-15 19:30:00.000000 UTC
2023-08-15 19:30:00.000000 UTC
2020-07-08 19:30:00.000000 UTC
2022-12-01 17:45:00.000000 UTC
2023-06-10 17:30:00.000000 UTC
2023-07-08 16:00:00.000000 UTC
2023-07-20 17:00:00.000000 UTC
2023-08-05 19:45:00.000000 UTC
2023-08-08 16:00:00.000000 UTC
2023-08-20 17:00:00.000000 UTC
2019-07-02 17:00:00.000000 UTC
2018-08-05 20:00:00.000000 UTC
2021-07-10 19:00:00.000000 UTC
2017-10-20 08:15:00.000000 UTC
2017-10-20 08:15:00.000000 UTC
2021-09-05 13:30:00.000000 UTC
2018-04-12 18:30:00.000000 UTC
2023-05-31 15:30:00.000000 UTC
2019-04-05 17:30:00.000000 UTC
2019-04-05 17:30:00.000000 UTC
2018-12-15 10:00:00.000000 UTC
2016-09-18 19:45:00.000000 UTC
2020-05-28 16:00:00.000000 UTC
2019-04-30 14:00:00.000000 UTC
2017-08-10 19:30:00.000000 UTC
2022-04-20 17:30:00.000000 UTC
2017-05-15 22:00:00.000000 UTC
2023-02-12 19:45:00.000000 UTC
2017-06-10 12:15:00.000000 UTC
2023-02-10 14:30:00.000000 UTC
2020-08-15 12:30:00.000000 UTC
2018-05-12 17:30:00.000000 UTC
2023-01-10 12:00:00.000000 UTC
2022-03-15 18:45:00.000000 UTC
2016-08-22 15:10:00.000000 UTC
2023-04-18 17:10:00.000000 UTC
2023-04-18 17:10:00.000000 UTC
2016-09-10 19:15:00.000000 UTC
2019-04-18 20:30:00.000000 UTC
2019-10-22 17:00:00.000000 UTC
2021-01-05 16:20:00.000000 UTC
2018-05-22 20:45:00.000000 UTC
2020-07-25 12:45:00.000000 UTC
2020-07-25 12:45:00.000000 UTC
2018-09-10 13:15:00.000000 UTC
2018-11-28 14:00:00.000000 UTC
2020-11-20 18:45:00.000000 UTC
2020-06-10 17:30:00.000000 UTC
2016-12-10 21:15:00.000000 UTC
2019-11-05 21:15:00.000000 UTC
2019-11-24 19:45:00.000000 UTC
2020-05-20 16:30:00.000000 UTC
2022-01-08 21:30:00.000000 UTC
2018-05-22 14:45:00.000000 UTC
2020-06-20 14:20:00.000000 UTC
2019-05-08 14:20:00.000000 UTC
2019-12-28 14:30:00.000000 UTC
2022-01-15 12:00:00.000000 UTC
2020-11-02 19:30:00.000000 UTC
2020-04-18 16:15:00.000000 UTC
2023-01-15 19:55:00.000000 UTC
2019-06-18 20:45:00.000000 UTC
2021-07-03 19:00:00.000000 UTC
2018-08-18 14:40:00.000000 UTC
2018-08-18 14:00:00.000000 UTC
2020-08-05 12:15:00.000000 UTC
2021-05-02 11:45:00.000000 UTC
2020-06-05 12:15:00.000000 UTC
2023-01-23 19:45:00.000000 UTC
2023-01-31 10:45:00.000000 UTC
2023-02-14 08:30:00.000000 UTC
2023-02-23 08:30:00.000000 UTC
2012-03-30 11:20:00.000000 UTC
2018-04-15 16:00:00.000000 UTC
2019-09-12 18:10:00.000000 UTC
2021-08-20 16:20:00.000000 UTC
2022-07-08 11:30:00.000000 UTC
2019-12-12 17:00:00.000000 UTC
2022-10-30 11:40:00.000000 UTC
2022-10-30 11:40:00.000000 UTC
2023-01-17 12:20:00.000000 UTC
2019-01-15 14:50:00.000000 UTC
2017-11-01 15:30:00.000000 UTC
2021-07-20 16:20:00.000000 UTC
2023-06-15 16:20:00.000000 UTC
2020-09-05 20:10:00.000000 UTC
2022-06-20 10:30:00.000000 UTC
2019-09-19 03:30:00.000000 UTC
2019-09-19 03:30:00.000000 UTC
2017-11-08 21:20:00.000000 UTC
2015-11-08 10:00:00.000000 UTC
2015-11-08 10:00:00.000000 UTC
2022-03-12 19:55:00.000000 UTC
2022-04-01 18:30:00.000000 UTC
2022-04-01 18:30:00.000000 UTC
2023-02-26 07:30:00.000000 UTC
2017-10-30 11:30:00.000000 UTC
2017-04-30 11:30:00.000000 UTC
2017-01-28 21:15:00.000000 UTC
2017-09-10 19:15:00.000000 UTC
2023-02-15 20:30:00.000000 UTC
2023-02-24 20:30:00.000000 UTC
2023-03-01 10:45:00.000000 UTC
2022-06-30 07:00:00.000000 UTC
2019-09-10 21:00:00.000000 UTC
2017-09-18 21:45:00.000000 UTC
2019-03-22 21:45:00.000000 UTC
2018-08-22 17:20:00.000000 UTC
